Invoice_ID,Distributor_ID,Priority,Invoice_Amount_LKR,Submission_Timestamp,Stage1_Approver,Stage1_Wait_min,Stage1_Service_min,Stage1_Outcome,Stage2_Approver,Stage2_Wait_min,Stage2_Service_min,Final_Status,Total_Turnaround_min,Is_Month_End_Period
INV-00352,DIST-002,Normal,503189.96,2026-06-09 15:01:53,Reviewer-A,0.0,19.82,Proceed,Manager-Y,0.0,1.43,Approved,21.25,False
INV-00353,DIST-009,Normal,512844.21,2026-06-09 15:02:57,Reviewer-C,0.0,2.01,Returned,,,,Returned to Distributor,2.01,False
INV-00354,DIST-011,Normal,745073.97,2026-06-09 15:03:16,Reviewer-B,0.53,5.6,Proceed,Manager-Y,13.74,4.72,Approved,24.59,False
INV-00355,DIST-004,Normal,423180.12,2026-06-09 15:21:39,Reviewer-C,0.0,4.15,Proceed,Manager-X,0.0,7.14,Rejected,11.29,False
INV-00356,DIST-006,High,116525.53,2026-06-09 16:13:39,Reviewer-B,0.0,4.03,Proceed,Manager-Y,0.0,9.28,Approved,13.31,False
INV-00357,DIST-002,Normal,19102.54,2026-06-09 16:50:43,Reviewer-A,0.0,1.82,Proceed,Manager-X,0.0,0.59,Approved,2.42,False
INV-00358,DIST-011,Normal,607171.57,2026-06-09 16:59:12,Reviewer-C,0.0,3.31,Proceed,Manager-Y,0.0,9.72,Approved,13.03,False
INV-00359,DIST-002,Normal,437052.47,2026-06-10 08:01:02,Reviewer-A,0.0,9.9,Proceed,Manager-X,0.0,4.71,Approved,14.61,False
INV-00360,DIST-011,Normal,548465.61,2026-06-10 08:22:38,Reviewer-B,0.0,3.45,Returned,,,,Returned to Distributor,3.45,False
INV-00361,DIST-004,Normal,77849.81,2026-06-10 08:25:54,Reviewer-C,0.0,3.62,Proceed,Manager-Y,0.0,3.52,Approved,7.14,False
INV-00362,DIST-002,Normal,15701.9,2026-06-10 08:42:06,Reviewer-A,0.0,0.07,Proceed,Manager-X,0.0,4.04,Approved,4.11,False
INV-00363,DIST-005,Normal,146083.7,2026-06-10 09:02:50,Reviewer-B,0.0,9.12,Proceed,Manager-Y,0.0,20.66,Approved,29.78,False
INV-00364,DIST-007,Normal,234823.6,2026-06-10 09:03:12,Reviewer-C,0.0,7.48,Proceed,Manager-X,0.0,0.76,Approved,8.24,False
INV-00365,DIST-008,Normal,731159.02,2026-06-10 09:08:33,Reviewer-A,0.0,1.03,Proceed,Manager-X,1.85,21.35,Approved,24.22,False
INV-00366,DIST-012,Normal,434957.03,2026-06-10 09:10:02,Reviewer-A,0.0,11.92,Proceed,Manager-Y,10.67,6.06,Approved,28.66,False
INV-00367,DIST-001,High,472170.75,2026-06-10 09:11:59,Reviewer-C,0.0,6.48,Proceed,Manager-X,14.32,3.14,Approved,23.94,False
INV-00368,DIST-005,Normal,702967.46,2026-06-10 09:27:16,Reviewer-B,0.0,0.76,Proceed,Manager-X,7.89,0.51,Approved,9.16,False
INV-00369,DIST-001,Normal,811197.1,2026-06-10 09:35:58,Reviewer-C,0.0,3.75,Proceed,Manager-X,0.0,17.7,Approved,21.46,False
INV-00370,DIST-001,Normal,316736.86,2026-06-10 09:45:38,Reviewer-A,0.0,9.21,Proceed,Manager-Y,0.0,2.64,Approved,11.85,False
INV-00371,DIST-004,Normal,623931.52,2026-06-10 10:28:29,Reviewer-B,0.0,9.54,Proceed,Manager-X,0.0,25.59,Approved,35.13,False
INV-00372,DIST-011,High,714440.04,2026-06-10 10:37:50,Reviewer-C,0.0,14.48,Proceed,Manager-Y,0.0,8.65,Approved,23.12,False
INV-00373,DIST-002,High,178389.25,2026-06-10 10:53:26,Reviewer-A,0.0,2.61,Returned,,,,Returned to Distributor,2.61,False
INV-00374,DIST-003,Normal,606346.34,2026-06-10 11:36:34,Reviewer-B,0.0,15.25,Returned,,,,Returned to Distributor,15.25,False
INV-00375,DIST-012,Normal,761763.36,2026-06-10 11:45:23,Reviewer-C,0.0,8.27,Proceed,Manager-Y,0.0,6.69,Approved,14.96,False
INV-00376,DIST-010,Normal,484808.52,2026-06-10 11:51:24,Reviewer-A,0.0,19.98,Proceed,Manager-X,0.0,2.87,Approved,22.86,False
INV-00377,DIST-012,Normal,707955.36,2026-06-10 12:10:45,Reviewer-B,0.0,3.62,Proceed,Manager-Y,0.0,27.31,Approved,30.92,False
INV-00378,DIST-002,Normal,136321.92,2026-06-10 12:28:24,Reviewer-C,0.0,3.76,Proceed,Manager-X,0.0,7.29,Rejected,11.06,False
INV-00379,DIST-005,High,396527.87,2026-06-10 12:31:12,Reviewer-A,0.0,0.45,Proceed,Manager-X,7.81,2.93,Approved,11.19,False
INV-00380,DIST-004,Normal,711356.41,2026-06-10 12:42:17,Reviewer-B,0.0,0.57,Proceed,Manager-Y,0.0,4.18,Approved,4.75,False
INV-00381,DIST-005,Normal,697975.73,2026-06-10 12:55:51,Reviewer-A,0.0,18.23,Proceed,Manager-X,0.0,7.71,Approved,25.94,False
INV-00382,DIST-002,Normal,684292.76,2026-06-10 12:57:03,Reviewer-C,0.0,0.07,Proceed,Manager-Y,0.0,38.47,Approved,38.54,False
INV-00383,DIST-006,High,584911.05,2026-06-10 13:17:52,Reviewer-B,0.0,0.42,Proceed,Manager-X,3.5,20.14,Approved,24.06,False
INV-00384,DIST-004,Normal,767609.19,2026-06-10 14:28:15,Reviewer-C,0.0,0.83,Returned,,,,Returned to Distributor,0.83,False
INV-00385,DIST-006,High,108535.87,2026-06-10 14:49:28,Reviewer-A,0.0,0.25,Returned,,,,Returned to Distributor,0.25,False
INV-00386,DIST-012,Normal,338773.89,2026-06-10 14:56:17,Reviewer-B,0.0,6.9,Proceed,Manager-Y,0.0,2.3,Approved,9.19,False
INV-00387,DIST-003,Normal,34278.78,2026-06-10 15:00:13,Reviewer-C,0.0,1.69,Proceed,Manager-X,0.0,5.04,Approved,6.74,False
INV-00388,DIST-005,Normal,328647.91,2026-06-10 15:00:58,Reviewer-A,0.0,6.17,Proceed,Manager-Y,0.0,2.72,Rejected,8.9,False
INV-00389,DIST-001,Normal,841046.06,2026-06-10 15:10:23,Reviewer-C,0.0,2.67,Proceed,Manager-X,0.0,6.3,Approved,8.97,False
INV-00390,DIST-007,Normal,233518.15,2026-06-10 15:18:46,Reviewer-B,0.0,5.45,Proceed,Manager-Y,0.0,15.81,Approved,21.27,False
INV-00391,DIST-008,Normal,452370.29,2026-06-10 15:38:36,Reviewer-A,0.0,47.03,Returned,,,,Returned to Distributor,47.03,False
INV-00392,DIST-011,Normal,208774.11,2026-06-10 15:39:52,Reviewer-C,0.0,9.4,Proceed,Manager-X,0.0,13.72,Rejected,23.12,False
INV-00393,DIST-007,Normal,304809.92,2026-06-10 15:50:10,Reviewer-B,0.0,11.19,Proceed,Manager-Y,0.0,8.53,Approved,19.72,False
INV-00394,DIST-010,Normal,28834.55,2026-06-10 16:04:31,Reviewer-C,0.0,17.69,Proceed,Manager-X,0.0,7.87,Approved,25.56,False
INV-00395,DIST-008,Normal,463095.29,2026-06-10 16:57:36,Reviewer-B,0.0,0.23,Proceed,Manager-Y,0.0,8.74,Approved,8.98,False
INV-00396,DIST-010,Normal,175237.4,2026-06-11 08:04:50,Reviewer-A,0.0,7.57,Returned,,,,Returned to Distributor,7.57,False
INV-00397,DIST-006,Normal,55324.79,2026-06-11 08:27:09,Reviewer-B,0.0,7.32,Proceed,Manager-X,0.0,1.12,Approved,8.44,False
INV-00398,DIST-002,High,320684.21,2026-06-11 08:32:36,Reviewer-C,0.0,2.42,Proceed,Manager-Y,0.0,2.9,Approved,5.32,False
INV-00399,DIST-007,High,674106.93,2026-06-11 08:34:39,Reviewer-A,0.0,5.03,Proceed,Manager-X,0.0,27.98,Approved,33.01,False
INV-00400,DIST-006,Normal,193635.45,2026-06-11 09:06:22,Reviewer-B,0.0,1.16,Proceed,Manager-Y,0.0,11.08,Approved,12.24,False
INV-00401,DIST-012,Normal,806649.95,2026-06-11 09:22:01,Reviewer-C,0.0,30.99,Returned,,,,Returned to Distributor,30.99,False
INV-00402,DIST-010,Normal,273893.29,2026-06-11 09:22:25,Reviewer-A,0.0,5.67,Proceed,Manager-X,0.0,1.04,Approved,6.72,False
INV-00403,DIST-002,High,206106.56,2026-06-11 09:27:15,Reviewer-B,0.0,0.88,Returned,,,,Returned to Distributor,0.88,False
INV-00404,DIST-012,Normal,571170.76,2026-06-11 09:28:22,Reviewer-A,0.0,2.45,Proceed,Manager-Y,0.0,2.24,Approved,4.69,False
INV-00405,DIST-002,Normal,613749.48,2026-06-11 09:33:32,Reviewer-B,0.0,3.46,Proceed,Manager-X,0.0,1.73,Approved,5.19,False
INV-00406,DIST-006,Normal,466390.25,2026-06-11 09:59:10,Reviewer-A,0.0,3.92,Proceed,Manager-Y,0.0,10.0,Approved,13.92,False
INV-00407,DIST-002,Normal,680319.41,2026-06-11 10:01:17,Reviewer-B,0.0,0.12,Proceed,Manager-X,0.0,1.05,Approved,1.17,False
INV-00408,DIST-003,Normal,623527.4,2026-06-11 10:27:33,Reviewer-C,0.0,13.7,Proceed,Manager-X,0.0,8.56,Approved,22.27,False
INV-00409,DIST-001,Normal,369468.22,2026-06-11 10:35:28,Reviewer-B,0.0,5.61,Proceed,Manager-Y,0.0,0.52,Approved,6.13,False
INV-00410,DIST-007,Normal,594131.21,2026-06-11 11:19:27,Reviewer-A,0.0,7.86,Proceed,Manager-Y,0.0,3.14,Approved,11.0,False
INV-00411,DIST-010,Normal,469464.93,2026-06-11 11:20:03,Reviewer-B,0.0,0.34,Proceed,Manager-X,0.0,0.87,Approved,1.21,False
INV-00412,DIST-008,Normal,173725.21,2026-06-11 11:31:50,Reviewer-C,0.0,1.12,Proceed,Manager-X,0.0,0.81,Approved,1.94,False
INV-00413,DIST-007,High,402948.06,2026-06-11 11:36:15,Reviewer-B,0.0,1.48,Proceed,Manager-Y,0.0,3.96,Approved,5.44,False
INV-00414,DIST-003,Normal,381680.1,2026-06-11 11:42:01,Reviewer-A,0.0,3.75,Proceed,Manager-X,0.0,2.97,Approved,6.72,False
INV-00415,DIST-011,Normal,86713.71,2026-06-11 11:58:46,Reviewer-C,0.0,9.91,Proceed,Manager-Y,0.0,13.42,Approved,23.33,False
INV-00416,DIST-007,Normal,696552.41,2026-06-11 11:59:31,Reviewer-B,0.0,4.6,Proceed,Manager-X,0.0,6.12,Approved,10.72,False
INV-00417,DIST-002,High,338609.69,2026-06-11 12:07:17,Reviewer-A,0.0,0.17,Proceed,Manager-X,2.79,5.87,Approved,8.83,False
INV-00418,DIST-003,Normal,106638.18,2026-06-11 12:56:00,Reviewer-B,0.0,1.14,Returned,,,,Returned to Distributor,1.14,False
INV-00419,DIST-004,Normal,111627.17,2026-06-11 13:38:59,Reviewer-A,0.0,26.68,Proceed,Manager-X,0.0,56.08,Approved,82.76,False
INV-00420,DIST-005,Normal,275188.32,2026-06-11 14:00:32,Reviewer-C,0.0,9.88,Proceed,Manager-Y,0.0,7.72,Approved,17.6,False
INV-00421,DIST-009,High,392142.82,2026-06-11 14:23:51,Reviewer-B,0.0,7.41,Proceed,Manager-Y,0.0,5.97,Approved,13.38,False
INV-00422,DIST-003,Normal,483771.87,2026-06-11 14:30:16,Reviewer-A,0.0,20.09,Proceed,Manager-Y,0.0,1.06,Approved,21.15,False
INV-00423,DIST-009,High,748714.74,2026-06-11 14:48:45,Reviewer-C,0.0,1.47,Proceed,Manager-Y,1.19,6.85,Approved,9.51,False
INV-00424,DIST-007,Normal,126555.51,2026-06-11 14:51:01,Reviewer-B,0.0,7.1,Proceed,Manager-Y,0.15,20.93,Approved,28.18,False
INV-00425,DIST-012,Normal,406559.37,2026-06-11 14:54:17,Reviewer-C,0.0,2.8,Proceed,Manager-X,4.67,14.99,Approved,22.45,False
INV-00426,DIST-012,High,583699.96,2026-06-11 15:16:29,Reviewer-A,0.0,1.24,Proceed,Manager-X,0.0,10.99,Approved,12.24,False
INV-00427,DIST-012,Normal,357172.95,2026-06-11 15:21:07,Reviewer-C,0.0,1.25,Proceed,Manager-Y,0.0,16.5,Approved,17.75,False
INV-00428,DIST-006,Normal,698759.7,2026-06-11 15:38:13,Reviewer-B,0.0,1.04,Proceed,Manager-X,0.0,6.71,Approved,7.75,False
INV-00429,DIST-010,Normal,29461.19,2026-06-11 16:01:06,Reviewer-A,0.0,10.74,Proceed,Manager-Y,0.0,2.73,Approved,13.46,False
INV-00430,DIST-012,Normal,173247.76,2026-06-11 16:31:07,Reviewer-C,0.0,3.74,Proceed,Manager-X,0.0,24.37,Approved,28.11,False
INV-00431,DIST-008,Normal,506966.84,2026-06-11 16:34:26,Reviewer-B,0.0,12.26,Proceed,Manager-Y,0.0,4.09,Approved,16.35,False
INV-00432,DIST-012,Normal,81381.17,2026-06-12 08:16:35,Reviewer-A,0.0,0.31,Proceed,Manager-X,0.0,14.38,Approved,14.68,False
INV-00433,DIST-004,Normal,577652.48,2026-06-12 08:19:35,Reviewer-B,0.0,3.16,Proceed,Manager-Y,0.0,14.4,Approved,17.56,False
INV-00434,DIST-003,Normal,552028.96,2026-06-12 08:19:41,Reviewer-C,0.0,0.05,Proceed,Manager-X,11.52,15.53,Approved,27.11,False
INV-00435,DIST-011,High,237694.88,2026-06-12 09:00:38,Reviewer-A,0.0,9.16,Proceed,Manager-Y,0.0,1.99,Approved,11.15,False
INV-00436,DIST-010,Normal,340593.9,2026-06-12 09:09:27,Reviewer-C,0.0,4.3,Proceed,Manager-X,0.0,17.61,Approved,21.91,False
INV-00437,DIST-010,Normal,243861.96,2026-06-12 09:21:58,Reviewer-B,0.0,3.94,Proceed,Manager-Y,0.0,3.07,Approved,7.02,False
INV-00438,DIST-011,High,605874.24,2026-06-12 09:25:51,Reviewer-A,0.0,1.7,Proceed,Manager-Y,1.42,11.71,Approved,14.84,False
INV-00439,DIST-010,Normal,346463.17,2026-06-12 09:45:30,Reviewer-C,0.0,0.9,Proceed,Manager-X,0.0,6.54,Approved,7.44,False
INV-00440,DIST-007,Normal,333092.31,2026-06-12 10:13:59,Reviewer-B,0.0,7.39,Proceed,Manager-Y,0.0,2.0,Approved,9.39,False
INV-00441,DIST-009,Normal,544374.98,2026-06-12 10:17:00,Reviewer-A,0.0,16.95,Proceed,Manager-X,0.0,3.39,Approved,20.34,False
INV-00442,DIST-009,Normal,158059.8,2026-06-12 10:29:52,Reviewer-C,0.0,0.82,Proceed,Manager-Y,0.0,15.69,Approved,16.52,False
INV-00443,DIST-011,Normal,765154.53,2026-06-12 10:32:18,Reviewer-B,0.0,1.51,Proceed,Manager-X,3.54,19.49,Approved,24.54,False
INV-00444,DIST-006,Normal,225172.55,2026-06-12 10:58:26,Reviewer-C,0.0,11.43,Proceed,Manager-Y,0.0,19.12,Approved,30.55,False
INV-00445,DIST-002,Normal,404025.63,2026-06-12 11:33:06,Reviewer-B,0.0,0.77,Proceed,Manager-X,0.0,7.17,Approved,7.94,False
INV-00446,DIST-003,Normal,121073.64,2026-06-12 11:57:39,Reviewer-A,0.0,3.16,Proceed,Manager-Y,0.0,22.53,Approved,25.68,False
INV-00447,DIST-012,Normal,157401.47,2026-06-12 12:02:13,Reviewer-C,0.0,2.43,Returned,,,,Returned to Distributor,2.43,False
INV-00448,DIST-001,Normal,8982.91,2026-06-12 12:06:44,Reviewer-B,0.0,8.59,Proceed,Manager-X,0.0,13.74,Approved,22.33,False
INV-00449,DIST-002,Normal,114348.03,2026-06-12 12:24:02,Reviewer-A,0.0,3.37,Proceed,Manager-Y,0.0,6.16,Approved,9.53,False
INV-00450,DIST-012,Normal,320270.69,2026-06-12 12:33:12,Reviewer-C,0.0,2.33,Proceed,Manager-X,0.0,2.01,Approved,4.34,False
INV-00451,DIST-004,High,196194.53,2026-06-12 12:45:01,Reviewer-B,0.0,1.8,Proceed,Manager-Y,0.0,5.65,Approved,7.45,False
INV-00452,DIST-001,Normal,256980.9,2026-06-12 12:45:50,Reviewer-A,0.0,7.81,Proceed,Manager-X,0.0,3.92,Approved,11.72,False
INV-00453,DIST-006,Normal,846737.38,2026-06-12 13:50:36,Reviewer-C,0.0,8.32,Proceed,Manager-Y,0.0,22.55,Approved,30.87,False
INV-00454,DIST-004,Normal,619457.66,2026-06-12 13:50:50,Reviewer-B,0.0,7.95,Proceed,Manager-X,0.0,1.76,Approved,9.71,False
INV-00455,DIST-001,Normal,322037.61,2026-06-12 14:03:27,Reviewer-A,0.0,8.85,Proceed,Manager-X,0.0,8.56,Approved,17.41,False
INV-00456,DIST-001,Normal,45758.62,2026-06-12 14:04:49,Reviewer-B,0.0,3.53,Proceed,Manager-X,12.51,2.77,Approved,18.81,False
INV-00457,DIST-011,Normal,537613.08,2026-06-12 14:07:35,Reviewer-C,0.0,6.5,Proceed,Manager-Y,7.39,2.99,Approved,16.88,False
INV-00458,DIST-002,Normal,437289.14,2026-06-12 14:09:21,Reviewer-B,0.0,1.99,Proceed,Manager-X,12.28,6.54,Approved,20.82,False
INV-00459,DIST-009,Normal,827286.17,2026-06-12 14:27:25,Reviewer-B,0.0,3.16,Proceed,Manager-Y,0.0,7.55,Approved,10.71,False
INV-00460,DIST-008,Normal,284360.06,2026-06-12 14:41:24,Reviewer-A,0.0,6.68,Returned,,,,Returned to Distributor,6.68,False
INV-00461,DIST-011,High,422517.9,2026-06-12 15:03:02,Reviewer-C,0.0,7.26,Proceed,Manager-X,0.0,10.38,Approved,17.64,False
INV-00462,DIST-008,Normal,840422.71,2026-06-12 15:15:26,Reviewer-B,0.0,3.74,Proceed,Manager-Y,0.0,1.82,Approved,5.57,False
INV-00463,DIST-011,Normal,269237.51,2026-06-12 15:19:33,Reviewer-A,0.0,0.6,Proceed,Manager-X,0.52,0.45,Approved,1.56,False
INV-00464,DIST-003,High,282718.4,2026-06-12 15:32:37,Reviewer-C,0.0,14.89,Proceed,Manager-Y,0.0,10.67,Approved,25.56,False
INV-00465,DIST-002,High,343657.0,2026-06-12 15:37:39,Reviewer-B,0.0,1.52,Proceed,Manager-X,0.0,15.36,Approved,16.88,False
INV-00466,DIST-003,Normal,100532.79,2026-06-12 15:50:13,Reviewer-A,0.0,0.36,Returned,,,,Returned to Distributor,0.36,False
INV-00467,DIST-007,Normal,774986.61,2026-06-12 15:52:18,Reviewer-B,0.0,5.05,Proceed,Manager-X,0.0,8.98,Approved,14.03,False
INV-00468,DIST-011,Normal,748557.96,2026-06-12 16:03:38,Reviewer-C,0.0,13.34,Proceed,Manager-Y,0.0,6.36,Approved,19.7,False
INV-00469,DIST-002,Normal,226062.87,2026-06-12 16:10:37,Reviewer-A,0.0,7.32,Proceed,Manager-X,0.0,13.86,Approved,21.18,False
INV-00470,DIST-011,Normal,742806.31,2026-06-12 16:20:36,Reviewer-B,0.0,6.99,Proceed,Manager-Y,0.0,5.39,Approved,12.38,False
INV-00471,DIST-011,Normal,576469.76,2026-06-12 16:28:30,Reviewer-C,0.0,10.96,Proceed,Manager-X,0.0,41.85,Approved,52.81,False
INV-00472,DIST-003,Normal,432204.6,2026-06-12 16:40:52,Reviewer-A,0.0,4.11,Proceed,Manager-Y,0.0,13.22,Approved,17.33,False
INV-00473,DIST-005,Normal,47546.35,2026-06-12 16:45:41,Reviewer-B,0.0,6.19,Proceed,Manager-Y,6.33,2.54,Approved,15.06,False
INV-00474,DIST-008,Normal,382772.56,2026-06-13 08:07:07,Reviewer-A,0.0,4.13,Proceed,Manager-X,0.0,1.03,Approved,5.16,False
INV-00475,DIST-001,Normal,702892.9,2026-06-13 08:16:54,Reviewer-B,0.0,19.81,Proceed,Manager-Y,0.0,20.98,Approved,40.79,False
INV-00476,DIST-008,Normal,808050.08,2026-06-13 08:29:39,Reviewer-C,0.0,0.33,Proceed,Manager-X,0.0,5.76,Approved,6.09,False
INV-00477,DIST-008,Normal,610576.07,2026-06-13 08:41:15,Reviewer-A,0.0,3.61,Proceed,Manager-X,0.0,10.22,Approved,13.83,False
INV-00478,DIST-011,Normal,819946.46,2026-06-13 08:46:31,Reviewer-C,0.0,4.43,Proceed,Manager-X,4.14,0.45,Approved,9.01,False
INV-00479,DIST-012,Normal,632421.7,2026-06-13 08:48:20,Reviewer-B,0.0,1.76,Proceed,Manager-X,5.44,1.22,Approved,8.42,False
INV-00480,DIST-004,Normal,610685.79,2026-06-13 08:51:15,Reviewer-A,0.0,3.21,Returned,,,,Returned to Distributor,3.21,False
INV-00481,DIST-010,High,109120.22,2026-06-13 09:13:03,Reviewer-B,0.0,2.93,Proceed,Manager-X,0.0,5.67,Rejected,8.6,False
INV-00482,DIST-012,High,46043.01,2026-06-13 09:13:06,Reviewer-C,0.0,8.76,Proceed,Manager-Y,0.0,5.73,Approved,14.49,False
INV-00483,DIST-010,Normal,151734.48,2026-06-13 09:15:27,Reviewer-A,0.0,0.66,Proceed,Manager-X,5.55,8.85,Approved,15.06,False
INV-00484,DIST-007,High,832678.14,2026-06-13 09:41:02,Reviewer-B,0.0,6.9,Proceed,Manager-Y,0.0,26.75,Rejected,33.65,False
INV-00485,DIST-003,Normal,121762.1,2026-06-13 09:48:16,Reviewer-A,0.0,13.05,Proceed,Manager-X,0.0,17.59,Approved,30.65,False
INV-00486,DIST-012,Normal,795507.71,2026-06-13 09:52:47,Reviewer-C,0.0,1.35,Proceed,Manager-Y,20.55,3.26,Approved,25.15,False
INV-00487,DIST-012,High,554323.0,2026-06-13 10:06:11,Reviewer-B,0.0,3.36,Proceed,Manager-Y,8.4,3.14,Approved,14.91,False
INV-00488,DIST-008,High,497471.3,2026-06-13 10:11:23,Reviewer-C,0.0,5.94,Proceed,Manager-X,1.58,18.11,Approved,25.64,False
INV-00489,DIST-007,Normal,688017.54,2026-06-13 10:36:35,Reviewer-A,0.0,0.15,Proceed,Manager-Y,0.0,10.54,Approved,10.69,False
INV-00490,DIST-003,Normal,836084.87,2026-06-13 10:53:14,Reviewer-B,0.0,0.95,Proceed,Manager-X,0.0,14.57,Approved,15.52,False
INV-00491,DIST-006,Normal,692852.15,2026-06-13 11:02:35,Reviewer-C,0.0,12.15,Proceed,Manager-Y,0.0,19.01,Approved,31.16,False
INV-00492,DIST-004,Normal,436729.35,2026-06-13 11:12:28,Reviewer-A,0.0,7.15,Proceed,Manager-X,0.0,0.46,Approved,7.6,False
INV-00493,DIST-011,Normal,269192.61,2026-06-13 11:18:56,Reviewer-B,0.0,0.08,Proceed,Manager-X,1.06,9.21,Approved,10.34,False
INV-00494,DIST-004,Normal,775205.99,2026-06-13 11:43:25,Reviewer-C,0.0,6.26,Proceed,Manager-X,0.0,7.51,Approved,13.77,False
INV-00495,DIST-004,Normal,253580.17,2026-06-13 12:01:23,Reviewer-B,0.0,6.89,Proceed,Manager-Y,0.0,1.81,Approved,8.7,False
INV-00496,DIST-007,Normal,240849.85,2026-06-13 12:07:04,Reviewer-A,0.0,1.05,Proceed,Manager-X,0.0,0.05,Approved,1.11,False
INV-00497,DIST-001,Normal,134879.36,2026-06-13 12:40:20,Reviewer-C,0.0,0.31,Returned,,,,Returned to Distributor,0.31,False
INV-00498,DIST-011,Normal,259475.82,2026-06-13 12:51:49,Reviewer-A,0.0,4.79,Proceed,Manager-X,0.0,11.68,Approved,16.48,False
INV-00499,DIST-009,Normal,62609.12,2026-06-13 13:29:34,Reviewer-B,0.0,3.23,Proceed,Manager-Y,0.0,0.92,Approved,4.14,False
INV-00500,DIST-006,Normal,284751.22,2026-06-13 13:32:27,Reviewer-C,0.0,18.01,Proceed,Manager-X,0.0,6.12,Approved,24.13,False
INV-00501,DIST-011,Normal,12439.12,2026-06-13 13:49:11,Reviewer-A,0.0,3.54,Returned,,,,Returned to Distributor,3.54,False
INV-00502,DIST-010,Normal,211033.95,2026-06-13 14:00:36,Reviewer-B,0.0,13.01,Proceed,Manager-Y,0.0,15.11,Approved,28.12,False
INV-00503,DIST-012,High,243990.5,2026-06-13 14:04:09,Reviewer-C,0.0,8.29,Proceed,Manager-X,0.0,13.11,Approved,21.4,False
INV-00504,DIST-011,Normal,167672.97,2026-06-13 14:04:42,Reviewer-A,0.0,17.76,Proceed,Manager-X,3.1,29.73,Approved,50.59,False
INV-00505,DIST-002,Normal,183110.35,2026-06-13 14:04:47,Reviewer-C,7.66,1.44,Proceed,Manager-Y,14.84,17.16,Approved,41.09,False
INV-00506,DIST-012,Normal,660049.7,2026-06-13 14:25:57,Reviewer-B,0.0,16.86,Proceed,Manager-Y,3.06,1.59,Approved,21.5,False
INV-00507,DIST-002,Normal,66894.58,2026-06-13 14:30:48,Reviewer-C,0.0,1.74,Proceed,Manager-Y,14.93,16.38,Approved,33.04,False
INV-00508,DIST-008,Normal,537533.59,2026-06-13 14:37:05,Reviewer-A,0.0,0.1,Proceed,Manager-X,18.11,7.27,Approved,25.48,False
INV-00509,DIST-012,Normal,499838.77,2026-06-13 14:48:38,Reviewer-C,0.0,0.45,Returned,,,,Returned to Distributor,0.45,False
INV-00510,DIST-011,Normal,259641.35,2026-06-13 14:49:59,Reviewer-A,0.0,8.7,Proceed,Manager-X,3.88,4.78,Approved,17.35,False
INV-00511,DIST-009,Normal,190786.54,2026-06-13 14:57:41,Reviewer-B,0.0,9.56,Proceed,Manager-Y,0.0,3.32,Approved,12.88,False
INV-00512,DIST-012,High,552509.81,2026-06-13 15:01:56,Reviewer-C,0.0,0.05,Proceed,Manager-X,5.34,1.23,Approved,6.63,False
INV-00513,DIST-007,High,458893.48,2026-06-13 15:12:08,Reviewer-A,0.0,1.74,Proceed,Manager-X,0.0,18.88,Approved,20.63,False
INV-00514,DIST-011,Normal,724482.73,2026-06-13 15:18:32,Reviewer-C,0.0,1.22,Proceed,Manager-Y,0.0,2.77,Approved,3.99,False
INV-00515,DIST-010,High,725152.2,2026-06-13 15:31:52,Reviewer-B,0.0,12.93,Returned,,,,Returned to Distributor,12.93,False
INV-00516,DIST-009,Normal,66807.16,2026-06-13 15:39:17,Reviewer-A,0.0,1.73,Proceed,Manager-Y,0.0,8.25,Rejected,9.99,False
INV-00517,DIST-011,Normal,558874.67,2026-06-13 15:44:35,Reviewer-C,0.0,5.8,Returned,,,,Returned to Distributor,5.8,False
INV-00518,DIST-008,Normal,282452.44,2026-06-13 15:49:11,Reviewer-A,0.0,7.09,Proceed,Manager-X,0.0,7.95,Approved,15.04,False
INV-00519,DIST-003,Normal,9082.94,2026-06-13 16:27:25,Reviewer-B,0.0,1.5,Proceed,Manager-Y,0.0,5.44,Approved,6.95,False
INV-00520,DIST-012,Normal,285170.69,2026-06-13 16:29:08,Reviewer-C,0.0,3.54,Proceed,Manager-X,0.0,6.34,Approved,9.88,False
INV-00521,DIST-002,High,716315.08,2026-06-13 16:41:35,Reviewer-A,0.0,0.72,Proceed,Manager-Y,0.0,2.47,Approved,3.19,False
INV-00522,DIST-002,Normal,758828.88,2026-06-13 16:42:33,Reviewer-B,0.0,5.99,Proceed,Manager-X,0.0,8.22,Approved,14.21,False
INV-00523,DIST-001,Normal,471096.93,2026-06-13 16:45:25,Reviewer-C,0.0,40.0,Proceed,Manager-Y,0.0,14.18,Approved,54.18,False
INV-00524,DIST-010,Normal,624576.67,2026-06-13 16:48:27,Reviewer-A,0.0,3.75,Proceed,Manager-X,4.56,4.8,Approved,13.11,False
INV-00525,DIST-010,Normal,583116.6,2026-06-15 08:22:36,Reviewer-A,0.0,0.91,Proceed,Manager-X,0.0,7.94,Approved,8.85,False
INV-00526,DIST-003,Normal,626852.24,2026-06-15 08:47:17,Reviewer-B,0.0,2.67,Proceed,Manager-Y,0.0,6.35,Approved,9.02,False
INV-00527,DIST-001,Normal,569954.83,2026-06-15 08:52:49,Reviewer-C,0.0,9.41,Proceed,Manager-X,0.0,23.75,Approved,33.15,False
